Sentence,Sentiment
updat -dairi crest lose a third of morrison milk contract,negative
shell challeng exxon domin with billion-pound bid for bg,negative
helsinki finland sept globe newswir -- ixono plc expand the compani s smartphon rd servic and establish a new next-gener smartphon design unit in connect with ixono site in jyvaeskyla,positive
ruukki sign the contract with norwegian compani veidekk entreprenor as,positive
work on the assign has alreadi start and is due for complet in spring,neutral
the repurchas shall decreas the distribut capit and reserv,negative
finnish steel maker rautaruukki oyj hel rtrks or ruukki said today it net loss contract to eur million usd m for the first nine month of from eur million for the same period a year ago,positive
accord to the notif the hold of ameripric inc and it group compani are now in total share which repres of tekla -¦ s share and vote right,neutral
howev the net sale declin to eur million from eur billion,negative
in the marimekko group s net sale were eur thousand eur thousand and oper profit was eur thousand eur thousand,neutral
accord to a-rehu s manag director jouko lahtinen the project will stabilis cost and improv suppli secur,positive
finnish construct compani yit corpor is plan to build about high-qual holiday home near the tahko ski and spa resort in finland,positive
barclay plc lse barc nyse bcs credit agricol sa epa aca cagr,neutral
as a result of the transact sanoma budapest has acquir a stake in the onlin store egeszsegbolt,neutral
the diesel margin has remain high,positive
just went long ilmn,positive
the compani said that it invest in the new market area result in sale increas in sweden poland russia and lithuania,positive
in the build and home improv trade net sale total eur mn down from eur mn a year earlier,negative
it will combin and renew the content and function of the current system for fund and onlin servic as well as their mainten,positive
oper profit total eur mn down from eur mn in,negative
gs is look weak while this market is move higher not a good sign unless gs can get abov earli short below today,negative
oper loss amount to eur mn compar to a profit of eur mn in the second quarter of,negative
the order was valu at over eurm,neutral
the compani s profit befor tax fell to eur mn in the third quarter of compar to eur mn in the correspond period in,neutral
hñkan dahlstrâm head of mobil servic at teliasonera has forecast that mobil data volum on the teliasonera network in sweden will rise eight-fold to tb by,positive
mr mikko saavalainen head of comptel s global sale conclud gibtelecom provid a perfect illustr of the varieti of busi technic and regulatori challeng oper are face in their oss today,neutral
sponda is a properti invest compani specialis in commerci properti in the largest citi in finland and russia,neutral
the bond gather subscript from some investor and the issu amount can be consid substanti take into account the main target group -- retail investor citycon cfo eero sihvonen said,neutral
adpnew - jul - finland-bas steel maker rautaruukki oyj ruukki hel rtrks said today it slip to a net loss of eur million usd m for the first half of from a net profit of eur,negative
glaston s net profit for the third quarter of drop to mln euro mln from mln euro mln for the correspond period of,negative
finnish nest oil that was previous on the list has fallen off the list complet,neutral
finnish kci konecran has rais it net sale growth estim for from over to over,positive
sale by seppala diminish by per cent,negative
short-term licens for the game cost as littl as while purchas a game outright can cost as much as or,neutral
stanchart and rbs struggl in bank of england stress test,negative
furthermor bung will also sign a licens agreement for the sunnuntai and carlshamn mejeri brand,positive
as a result of these transact the aggreg hold of burril life scienc capit fund lp has decreas below per cent of the total number of share and vote of the compani,negative
yit construct and the town of riihimñki have sign a leas contract wherebi the town will occupi the travel centr offic facil,positive
the oper margin of aker yard cruis ferri divis went down from to in the first quarter of,negative
tesla issu it first model x recal tsla,negative
adp news - feb - finnish construct compani lemminkainen oyj hel lem said today it net profit decreas to eur million usd m for from eur million for,negative
the compani s previous estim was for a lower revenu than the year-ago eur million,negative
cat is hangin on my a thread click away from a cliff drop need follow through or snap-back on the vix,negative
tiimari the finnish retail report to have geenrat quarter revenu total eur mn in the th quarter up from eur mn loss in,positive
nokia s us share were percent lower at by gmt,negative
merkel govern said to support deutsch boerse-ls merger,positive
thank to the multipli effect of wagon perform transport will be much more effici say develop manag juha malkia from vr cargo,positive
the bridg will be built to the south of the exist bridg span the strait,neutral
belarus oao lidsko pivo breweri base in the grodno region report a decreas in output to million decalit in january-march a repres in the administr of the compani told,negative
on the other hand finnish sawmil product has decreas even more,negative
spi less than down and peopl are call it bearish some head for exit alreadi mayb down will be the crash disturbing!,negative
the bristol port compani has seal a one million pound contract with cooper specialis handl to suppli it with four -tonn customis reach stacker from konecran,positive
the omx helsinki index was pct lower at while the omx helsinki cap portfolio index was down pct at,negative
the sale of the tiimari segment fell by year-on-year to eur m in june,negative
oper loss total eur mn compar to a loss of eur mn in the correspond period in -,negative
the compani report a loss for the period of eur mn compar to a loss of eur mn in the correspond period in,positive
bone earn stock pois to pop,positive
adp news - feb - finnish retail kesko oyj hel kesbv said today it total sale exclud valu ad tax vat stood at eur million usd m in januari down year-on-yea,negative
thanksto improv in demand and the adjust we have made theutil rate of cramo s fleet have substantiallyimprov,positive
finnish messag solut develop tecnomen corpor omx helsinki temv said on thursday decemb that it has receiv an expans order for it converg charg solut in latin america,positive
revenu grew by percent to xac million million from xac million,positive
commenc the construct work of pearl plaza is a signific step in our russian project,positive
the reloc of ragot has alreadi start and will be complet in the next few week with the waterqueen and tortu move plan for mid- and vmc europ dure the third quarter of,neutral
both oper profit and net sale for the -month period increas respect from eur m and eur m as compar to the financi year,positive
follow the payment made in april the compani has a total of eur million in loan from financi institut,neutral
as defenc matur attack develop trojan that are equip with content filter to detect onlin bank activ for captur account detail use method such as form grab screen shot video captur keylog and inject of form field,neutral
the omx helsinki index was up pct at and the helsinki cap portfolio index was pct higher at,positive
after the restructur upm s averag paper machin capac in europ will be ton short ton in coat magazin paper and ton short ton in coat fine paper,neutral
nq got hit hard lower this am -- look like it has found support a,negative
aapl short some,negative
metso oyj said it has sold it spreader roll manufactur busi and relat asset in the town of nokia southern finland to a group of finnish investor who will oper the busi under the name of finbow oy,neutral
finnish cutleri and hand tool maker fiskar oyj abp hel fisa said today it net profit rose to eur million usd m in the third quarter of from eur million a year earlier,positive
uk winner loser aviva and friend life lead ftse gainer,positive
camt look like might break down im out,negative
temporari lay-off affect the entir workforc will also be implement,neutral
the eurm contract includ both design and construct work,neutral
accord to busi media report usmanov plan to transfer his megafon stake to the state-control svyazinvest in exchang for a stake in the merg rostelecom,neutral
tesco share price tumbl after negat broker note,negative
philip morri bat sue over law take brand off pack,negative
olli-pekka kallasvuo was elect as vice chairman of the board,neutral
in it report net sale of approxim eur mn,neutral
aapl at resist right heresold my shareswil buy back if it dip or if it goe in the gap zone,negative
also lemminkñinen s profit for account period went up to eur mn from eur - mn a year ago,positive
finnish broadband data communic system provid telest oyj hel tltv said yesterday it return to a net profit of eur million usd m for the first nine month of versus a net loss of eur for the same period of,positive
the valu of the deal has not been disclos,neutral
upm stock fell percent to euro in earli afternoon trade in helsinki,negative
adp news - nov - finnish print circuit board pcb maker aspocomp group oyj omx acgv said today that it net loss narrow to eur million usd m in the first nine month of from eur,positive
talktalk hire bae system to investig cyber attack,negative
the contract also includ cut and edg wagon part at ruukki s steel servic centr in seinajoki and raah both in southwestern finland from where they will be deliv to vr for weld and assembl,neutral
finnish glass technolog compani glaston oyj abp net profit decreas to mln euro mln for the first nine month of from mln euro mln for the same period of,negative
updat -meggitt reiter annual outlook after tough,neutral
whi mcd look set to fall further,negative
finnish suominen corpor that make wipe nonwoven and flexibl packag expect chang in the market situat to reduc sale of suominen s nonwoven and wet wipe from the previous estim volum,negative
amrn full bull call spread rang juli to jan let see what this babi doe,positive
januari - finnish it solut provid affecto oyj hel afev said today it has won a eur m usd m contract from state-own lithuanian social insur institut sodra,positive
appl inc the rip-roar ralli is just beginning! aapl investorplac aapl,positive
on march stora enso refus to comment the news in ani way,neutral
devic volum in the area decreas by to mn unit,neutral
oper loss land at eurm includ one-off and at eurm exclud one-off,neutral
stora enso oyj said it second-quart result would fall by half compar with the same period in,negative
pretax loss total eur mn compar to a profit of eur mn in,neutral
finland-bas intern machineri rental compani ramir plc omx helsinki rmrv said on friday may that it presid and ceo kari kallio has inform the board of his intent to retir in year,neutral
oper profit total eur mn down from eur mn in the first quarter of,negative
sale increas due to grow market rate and increas oper,positive
the total valu of the deal is usd mn,neutral
svyturys-uteno alus which is control by the nordic group baltic beverag hold bbh post a -per-cent growth in beer sale for january-may to million litr,positive
in the baltic countri develop of oper and reorganis continu and non-recur item relat to the takeov process lower earn,negative
aapl doubl bottom could be in keep in mind,positive
in septemb alon the market declin by percent year-on-year to million liter,negative
this order is includ in wartsila s order book in the second quarter the compani ad,neutral
the total invest of the project will be approxim eur m,neutral
soullor the regular scrappi q swi usual present sale weak margin down debt still way up,negative
the full-funct pc weigh kilogram and measur slight more than two centimet thin,neutral
finnish silicon wafer technolog compani okmet oyj omx helsinki okmv report on thursday august an oper profit of eur m for the period january-jun up from eur m in the correspond period in,positive
ugaz will this cold put a dent in the massiv horizont rig product who know,negative
extern net sale from the print busi fell by part due to the termin of the print contract between ilkka-yhtyma s print hous i-print oy and sector player hss media ab in decemb and the fall in print price,negative
oper profit fell to eur mn from eur mn in includ vessel sale gain of eur mn,negative
accord to the ceo of nordea bank estonia vahur kraft nordea finland and stockmann have been cooper for more than ten year,positive
oper loss total eur mn compar to a profit of eur mn in the correspond period in,negative
tsla upgrad to buy argus w pt - youd almost think after pt run in week this would be the sell signal,positive
adp news - feb - finnish broadband data communic system and solut compani telest oyj hel tltv said today it net profit decreas to eur million usd m for from eur million for,neutral
the compani expect it net sale for the whole to remain below the level,negative
it has branch in finland with annual revenu in finland of,neutral
fasten miss by miss on revenu fast nyse,negative
reed elsevi share price slide on underwhelm full-year result,negative
in addit a further employe can be laid off until further notic and the whole workforc can be laid off for short period if need,negative
microsoft also churn up it courtship agre to use the navteq map servic which is offer by a compani nokia bought for billion a few year ago,positive
slump in weir lead ftse down from record high,negative
in switzerland telest have been an establish supplier of product for a long time and it primari custom includ cabl and fiber-to-the-hom ftth oper,neutral
the transact will take place without payment of merger consider,neutral
worker in àmñl will be affect by the close-down,neutral
the host mobil termin guid inform flow between itself the particip termin and option with network server that may assist the host mobil termin,neutral
hard to find new buyer of tsla at short continu to pile in,negative
in the czech republ the smaller profil unit at ostrava will be close and the machineri will be gradual reloc to ruukki s bigger plant in hungari poland and romania by the end of the first quarter of,neutral
the industri is come to an interest fork in the road as both handset manufactur and wireless carrier attempt to serv as the portal for web-bas servic to your wireless handset he wrote,neutral
oper loss total eur mn compar to a profit of eur mn in the third quarter of,negative
znga look for a test at resist point cc cfrazierjr fletchtrad trader,positive
acad under today,negative
howev the compani saw it net profit for the third quarter down to eur million from eur million for the correspond period of,negative
the initi estim total valu was eur and the final award valu was eur,neutral
finnish softwar and hardwar develop elektrobit oyj hel ebgv or eb said today it will temporarili lay off up to peopl for a maximum of day in finland aim to achiev cost save of eur million usd m in the second half of,negative
pretax profit total eur mn compar to eur mn in the first quarter of,negative
qcom the indic rsi is over which stand at an upward movement is expect,positive
hk ruokatalo now account for about of poultri sale in finland and profit is at a good level,positive
hammerson jv partner secur ownership of ireland dundrum - quick fact,positive
aapl price momentum weaken go into the close,negative
we are proud to welcom anoth distribut facil to north mississippi and the region known as the logist center of the unit state said gray swoop execut director of mda,positive
the total need for staff cut correspond to about man-year,negative
the correspond increas in the share capit eur has been enter in the trade regist today,neutral
eq bank forecast olvi s net sale at eur mn in the second quarter of and oper profit at eur mn,neutral
goog breakout veri like medium target,positive
raffl equiti ltd becam a substanti holder in archer explor ltd on januari with million share pc,neutral
finnish bank of àland report oper profit of eur mn in the first quarter of down from eur mn in the correspond period in,neutral
technopoli has set asid a plot of land measur hectar to build the park mikkonen said,neutral
qcom chart qualcomm short retrac trendlin and resist,negative
oper profit fell to eur mn from eur mn in,neutral
at pm the omx helsinki was down pct to and the omx helsinki was pct lower at on mln eur turnov,negative
oper loss total eur mn compar to a profit of eur mn in the third quarter of,negative
interest heat up for yahoo yhoo - the wall street journal,positive
the compani plan to close two of the three line at the plant where some job are under threat,negative
profit befor tax was eur mn down from eur mn,neutral
atria chose the delight to attract consum in the - age group to it atria fresh rang of microwav meal,neutral
oper profit total eur mn down from eur mn a year earlier,negative
the seller were eoss innovationsmanag and a group of privat individu,neutral
also the develop of onlin busi will continu,neutral
oper profit exclud non-recur item total eur mn compar to eur mn in the correspond period in,negative
tesla voluntari recal of model x vehicl due to back seat issu tsla,negative
pretax loss total eur mn compar to a loss of eur mn in the correspond period in,negative
follow it strategi tikkurila has establish a fully-own sale compani too tikkurila in almati kazakhstan for market decor paint under the finnish tikkurila brand and the russian tek brand,neutral
dnb nord of norway is the most like nordic buyer for citadel while nordea would be a good strateg fit accord to the document publish by pietiek,neutral
rt stocktwit rt fallondpick breadth consolid after week of steadi gainsadv in mkt breadth slow qqq,negative
kcg bot at,positive
mflx up pre mkt look like gap has been filledlookin short opt here,negative
export declin by percent to million liter,negative
the compani confirm it estim for lower revenu for the whole than the year-ago eur m as given in the interim report on august,neutral
sampo plc jarmo salonen head of investor relat and group communic tel distribut nasdaq omx helsinki the princip media financi supervisori author this announc is distribut by thomson reuter on behalf of thomson reuter client,neutral
unc charlott would also deploy ssh tectia connector to enabl secur applic connect,neutral
tsla recal model x car stock drop hard,negative
eu drop shell bp statoil from ethanol benchmark investig,positive
in finland snow storm brought tree down on power line cut off electr for some household,negative
adp news - oct - finnish consult and engin compani poyri oyj omx poyv said today it was award a eur million usd m extens to their exist consult engin contract with venezuel,positive
rio tinto swing to loss drop dividend polici,negative
the build with about condominium each will be built in or stage,neutral
astrazeneca win fda approv for key new lung cancer pill,positive
helsinki afx - kci konecran said it has won an order for four hot metal ladl crane from indian steel produc bhushan steel and strip ltd,positive
- i am pleas that bjorn wahlroo has accept the nomin,positive
gild now support ibb bib,positive
japan asahi to submit bid next week for sabmil grolsch and peroni - yomiuri,positive
nordea group s oper profit increas in by percent year-on-year to billion euro and total revenu by percent to billion euro,positive
oper profit exclud non-recur item decreas to eur mn from eur mn in repres of net sale,negative
the cost of the deal could rang from million to million euro depend on the financi result of the two compani in the statement say,neutral
sainsburi sale slip again as price pressur take a toll,negative
no chang in media activ were seen in octob compar with septemb,neutral
rbs will report appoint howard davi as it next chairman,neutral
at eet alma media s annual report for is schedul to be publish in calendar week,neutral
sbux head for the dma and certain doom if it can not hold there,negative
like t for a breakout long as well get through the and ma could see it run,positive
f-secur onlin backup automat protect all the content store on a comput or smartphon by make a copi of the content to an onlin locat,neutral
espn file lawsuit against verizon - vz,negative
aapl key is to breakout abov on solid volum or els it a no trade for now,positive
costco a premier retail dividend play cost,positive
london marketwatch -- share price end lower in london monday as a rebound in bank stock fail to offset broader weak for the ftse,negative
howev biohit estim it total net sale will continu to grow in and that favour trend in net sale will lead to a profit in,positive
adpnew - aug - finnish media group ilkka-yhtyma oyj hel ilk said today it net profit fell on the year to eur million usd m in the first half of,negative
tikkurila acquir a major stake in kolorit paint in the autumn of,neutral
the move is aim at boost sale cost-effici and market share in finland,positive
amgn and ucb announc posit top-lin result from ph studi evalu romosozumab in men via yahoofin,positive
the transact is in line with aspo s strategi to expand in the baltic sea region and in the eastern market,positive
finnish suominen corpor that specialis in wet wipe nonwoven and flexibl packag report net sale of eur mn in the second quarter of up from eur mn in the second quarter of,positive
in finland op-pohjola s staff union is boycot the group s insur sale task becaus the compani has refus to take the sale of insur into account in determin wage,neutral
fb turn back down in earli trade,negative
accord to arokarhu some of the purchas that had been scan into the cash regist comput disappear when the total sum key was press,negative
the term and condit of the stock option scheme are avail on the compani s internet page,neutral
scanfil issu a profit warn on april,negative
the compani did not distribut a dividend in,neutral
offici did not disclos the contract valu,neutral
naturalga settl at -year low dbo bno,negative
the object of the st petersburg offic is first to boost the compani s mainten busi,neutral
the reduct notic appli to peopl,neutral
tesla model x recal add to reliabl issu tsla,negative
oper profit fell to eur mn from eur mn in the second quarter of,negative
the energi sector account for approxim and the steel industri for about of the transport volum,neutral
aapl key is to breakout abov on solid volum or els it a no trade for now,positive
earn per share ep amount to eur down from eur,negative
jp morgan expect that scala will lower nobel biocar s growth forecast for from the current guidanc of - pct as well as the oper margin target from the current - pct,negative
the last job loss relat to these reduct will take place dure,neutral
eln longscongratsanoth hod,positive
the exercis origin in finland in the earli s as a train method for cross-countri skier,neutral
the omx helsinki end pct lower at and the omx helsinki was down pct at on bln eur turnov,negative
the compani expect it net sale for the whole to remain below the level,neutral
current glaston employ approxim person,neutral
oper profit for the -month period decreas from eur m while net sale increas from eur m as compar to,negative
ruukki announc that it has sign an agreement with aker solut of norway to suppli suction anchor in septemb from it kalajoki unit in finland,positive
the contract of the employe of whom are blue-collar worker will be end between march and august,negative
the compani oper worldwid and employ in total approxim person,neutral
the prosecutor is also demand outokumpu pay a fine of eur at most,neutral
acinvestorblog spi eod run,positive
capit expenditur on energi effici has unfortun fallen along with the declin in the economi,negative
oper profit in the fourth quarter went down to eurm from eur m for the correspond period of as it includ cost of growth project,negative
finnish dental care group oral hammaslaakarit oyj post a total net profit of euro mln in the first nine month of versus a net loss of euro in the same period of,positive
asian traffic declin by per cent,negative
consolid net sale increas to reach eur m while oper profit amount to eur m compar to a loss of eur m in the prior year period,positive
profit befor tax decreas to eur mn from eur mn the year befor,negative
bhp billiton share price brazil to sue samarco for â£bn,negative
rival compani gwr and watco eye ra w take-ov interest,positive
the one dark spot on the horizon howev was the compani s perform in the finnish bottl water market,negative
companiesmeggitt profit hit by weak energi and militari market,negative
marimekko group s full-year net sale are estim to increas by about,positive
the iso certif demonstr that we are move forward in our qualiti commit to our custom,positive
copper lead and nickel also drop hbos hbos plummet to penc after say this yearó,neutral
appl expect to launch new iphon ipad today aapl,positive
aapl aapl gundlach slam ipad mini see downsid to,negative
particip at ani of the book discuss or other special event or visitor to the car dealership were elig to enter the draw for the silver four-door altima,neutral
howev this increas signal traffic which wast network resourc and allow fewer smartphon to connect,negative
the geosolut team further provid an intrigu new technolog combin gps and mobile-bas technolog togeth with internet-bas social network,neutral
the divest of raisio s margarin busi in may gave the compani a clearer focus on grain-bas product,positive
finnish it solut provid affecto oyj hel afev said today it slip to a net loss of eur usd in the second quarter of from a profit of eur in the correspond period a year earlier,neutral
at the same time sale develop in russia was boost by the open of stockmann nevski centr in st petersburg,positive
the depart store divis s sale fell by to eur mn,negative
amzn break,positive
finnish exel composit a technolog compani that design manufactur and market composit profil and tube for various industri applic report it net sale decreas by in the second quarter of to eur mn from eur mn in the correspond period in,negative
stora enso s target has been cut to eur from eur and holmen s target -- to sek from sek,neutral
one attract factor about the tablet for media compani is that they provid a new way of make money,positive
in the marimekko group s net sale were eur thousand eur thousand and oper profit was eur thousand eur thousand,neutral
fasten miss by miss on revenu fast nyse,negative
dopplr member share person and busi travel plan privat with their network and highlight interest place to stay eat and explor in citi around the world,neutral
oper profit befor non-recur item was eur mn in the first nine month of compar to eur in the correspond period in,negative
hobbi hall s sale decreas pct due to implement a new inform system that involv chang in the princip of post sale,negative
accord to swedish author trace of the veri toxic osmium tetroxid have been found on the coast of perñmeri the northernmost part of the gulf of bothnia,negative
in food trade sale amount to eur m a declin of,negative
uup at major resist right now can go much higher if it can break abov may take sever attempt - few day to a week,positive
invest are not disclos,neutral
finnish forest machineri manufactur ponss s net sale grew to eur mn in the first quarter of from eur mn in the correspond period in,positive
by combin it exist solut into a singl platform comptel said that it has reduc the cost of deploy,positive
financi term were not disclos,neutral
oper profit total eur mn or of net sale,neutral
abn amro capit has agre to sell it helsinki-bas design homewar produc iittala oyj to crosstown consum product group fiskar corp for eur million to eur million million to million,neutral
grapevin citi offici in septemb approv million in tax rebat and grant for the expans,positive
jun boy genius report deliv by newstex -- the nokia nyse nok n huh,neutral
intercontinent hotel first-quart global room revenu lag estim,negative
as with other stakehold comptel has been involv in the workshop meet and file comment on the issu of greatest import to the competit sector of our industri,neutral
casino red befor the bell lvs - wynn - wynn - unusu comibin of what run what red befor the bell,negative
kior my god market get crush today gotta hold if anyth g should recov some tomorrow i imagin,negative
the sale will allow campofrio to focus on it recent announc takeov of group smithfield hold the european unit of smithfield food inc sfd of the us,neutral
the measur taken will caus one-tim cost dure the final part of,neutral
profit befor tax was eur mn down from eur mn,negative
royal dutch shell profit rise dividend up,positive
uvxi put the chum out there at key support then next level down - care,negative
easyjet dismiss lufthansa low-cost plan in contest for germani,negative
sopho aim to rais m in london ipo,positive
net interest incom total eur mn compar to eur mn a year earlier,positive
the annual general meet approv that the year remuner for the member of the board of director shall remain at eur for the chairman of the board eur for the deputi chairman of the board and eur for other member of the board,neutral
finnish kemira s net sale eur decreas to eur mn in january-jun from eur mn in january-jun,negative
luleñ municip has award yit a -year contract for properti manag of about one third of the municip s properti with a total area of sq metr,positive
both oper profit and net sale for the -month period increas respect from eur m and eur m as compar to the financi year,positive
these includ softwar develop for internet and mobil telephon content communic value-ad softwar financi servic secur applic system integr and electron,neutral
cargo traffic fell year-on-year to tonn in septemb,negative
the guidanc has been set at basi point over mid-swap the report said,neutral
accord to atria s presid and ceo matti tikkakoski the compani s swedish oper signific improv in the first quarter,positive
gild chart with ibb back over support,positive
finnish technolog compani raut corpor omx helsinki rutav issu on tuesday septemb a profit warn for the financi year,neutral
profit for the period was eur mn down from eur mn in,negative
in food trade sale amount to eur m a declin of,negative
oper loss of the pulp paper machineri unit was over eur mn in septemb - august compar to a profit of eur mn a year earlier,negative
citi spirit sink after diageo come up short with sale slide,negative
a purchas agreement for ton of gasolin with deliveri at the hamina termin finland was sign with nest oil oyj at the averag platt index for this septemb plus eight us dollar per month,positive
rt stocktwit rt fallondpick breadth consolid after week of steadi gainsadv in mkt breadth slow qqq,negative
the most loyal custom were found in the bank of àland with an index of,positive
the low capac utilis rate in steel product consider increas the fix cost per unit of steel produc,negative
product facil juli - finnish invest group neomarkka oyj hel nembv said today that it will buy the former product facil of kuitu finland ltd as part of negoti on the option to invest in specialti cellulos fiber busi,neutral
gs slide on balanc sheet worri,negative
standard charter shift emerging-market strategi after loss,negative
consolid oper profit exclud one-off item was eur mn up from eur mn a year earlier,positive
for the new share subscrib with stock option all sharehold right commenc from the date on which they are enter into the trade regist,neutral
metso estim the need for personnel reduct to amount to peopl,negative
frost sold share for million at - per share compar with friday s high of and low of,negative
think fms will challendg -ema in not distant futur look at yesterday volum,positive
for the last quarter of componenta s net sale doubl to eurm from eurm for the same period a year earlier while it move to a zero pre-tax profit from a pre-tax loss of eurm,positive
gdx gdxj jnug - strong move today for the junior gold miner - keep an eye out for a gap fill -,positive
have a china base oper will not onli enabl us to fulli leverag our resourc and expertis in wireless solut but also strengthen our capabl to offer industry-lead product for our custom in china,positive
the compani is well posit in brazil and uruguay,positive
n group will pay eur m of the transact price upon close and the remain sum in,neutral
the feder secretari for transport and communic of mexico has award poyri and it mexican partner sintra a consult contract in connect with the buenavista-cuautitlan suburban railway,positive
the seminar introduc modern clean technolog and product financi tool and sponsorship program for energi and environ project as well as the potenti to develop clean energi in vietnam,positive
hsbc say unit to book million charg on settlement,negative
oper loss amount to eur mn compar to a profit of eur mn in the second quarter of,negative
the compani expect meat purchas to remain at about mn kilo in,neutral
octob - finnish wood product technolog supplier raut oyj hel rutav said today it swung to a net profit of eurm for the first nine month of versus a net loss of eur m for the same period a year earlier,positive
bhp billiton share price brazil to sue samarco for â£bn,negative
finnish scanfil a system supplier and contract manufactur to the communic sector and the electron industri report it net sale total eur mn in the first half of down from eur mn in the first half of,negative
for the current year raut expect it net sale to increas and the oper result -- to be posit,positive
goog resist turn support it,positive
fb ive been dead on so far such a bloat valuat,negative
amrn it accumul i think buy now or hold your peac this should go up todaytomorrow,positive
oper profit total eur mn down from eur mn in,negative
oper profit for the nine-month period decreas from eur m while net sale increas from eur m as compar to the correspond period in,negative
elcoteq expect it net sale for the last quarter of to be on the level of the third quarter,neutral
the plant will be fire with a combin of spruce bark chip log residu or mill peat,neutral
the total scope of the project is about squar metr and it is valu at a total of around eurm,neutral
slump in weir lead ftse down from record high,negative
sale of cloth develop best,positive
the financi detail of the transact were not disclos,neutral
sarantel base in wellingborough uk design high-perform antenna for portabl wireless devic,neutral
the product is to be liquid befor june and employe loos their job,negative
group ebit for the first half was eur m us m fall short of the eur m it post for the same period of,neutral
the tighten competit situat in the product autom market has affect net sale dure cencorp said,negative
the group s consolid net sale for total billion euro and it employ approxim person,neutral
design by patricia burt this is just one of a select of distinct hook rug creat with recycl materi and dy natur dye,neutral
spi long posit,positive
goog resist turn support it,positive
the total need for staff cut correspond to about man-year,neutral
the compani said it estim to make a slight profit thank to cost-cut measur,positive
we hope to increas traffic volum with the open of freight one scandinavia,positive
the compani s net profit rose on the year to million euro in on sale of million euro up on the year the compani said earlier,positive
the fish content of the nugget is and the fish come from canada and finland,neutral
the pretax profit of the group s life insur busi increas to eur million from eur million,positive
cargotec s share capit after the increas total euro,neutral
gs sell flati am out,negative
the shop are locat in the capit region and the paijat-ham region,neutral
the group s busi sector are build construct infrastructur construct technic build servic and build product,neutral
cargo traffic fell year-on-year to tonn in septemb,negative
it is expect to be complet by the end of,neutral
the net sale decreas to eur million from eur million,negative
fti breakout today after report earn last night,positive
sale in finland rose by and intern growth was,positive
in the spring a total of stock option b were annul,neutral
ftse flat standard charter lead riser,positive
jukka hienonen the current finnair ceo will step down at the end of januari,neutral
the total servic concept also includ technolog servic with which raut support it custom throughout the entir life cycl of their invest,neutral
the compani has the poser who want to impress peopl with the latest handset,neutral
cash flow from oper in january-decemb was a negat eur mn compar to eur mn in the correspond period in,negative
in octob upm report a third-quart net loss of euro million million compar with a net profit of euro million in,neutral
the largest restructur is plan for itali where negoti on about job cut are to be initi today the compani note,negative
pnc goldman sach receiv dividend hike green light but dont act pnc gs,positive
fda approv nps drug in move valid shire takeov deal,positive
passenger-rel revenu rose by to eur mn from eur mn in,positive
the compani confirm it estim for lower revenu for the whole than the year-ago eur m as given in the interim report on august,negative
updat -bp settl oil spill-rel claim with halliburton transocean,negative
gpro down sinc tue morn,negative
the total valu of the project is valu at sek bn eur bn usd bn,neutral
januari - finnish it solut provid affecto oyj hel afev said today it has won a eur m usd m contract from state-own lithuanian social insur institut sodra,positive
togeth with latvia cramo will oper rental outlet in the baltic state,neutral
export of good fell by and import by,negative
rxii tang realli is toxic they keep bring the share price down at least they could let it climb a littl befor drag it down,negative
finnish forest machineri manufactur ponss has issu a profit warn,neutral
the compani is in the process of build a new fleet and has place order for p-max tanker of dwt,positive
the swedish subsidiari hold net smelter return nsr royalti over two advanc copper project in northern sweden - the viscaria and adak project - be develop by avalon miner ltd asx avi,neutral
repeat see oper profit down y-i report by helsinki newsroom keyword tecnomen-result,negative
temporari lay-off affect the entir workforc will also be implement,negative
at the same time profit of the compani increas by in h and reach ls,positive
slv pos been say it for year go lower forget about it or go short,negative
finnish meat compani atria can no longer promis a suffici amount of domest beef to it custom,negative
appl anoth attempt to break out on appl but with weak pvt aapl trade invest aapl,positive
a huge issu for us is the button placement,neutral
adpnew - jul - finland-bas steel maker rautaruukki oyj ruukki hel rtrks said today it slip to a net loss of eur million usd m for the first half of from a net profit of eur,neutral
construct work on the helsinki music centr is to start this autumn with the total cost of the project estim at million euro,neutral
report in accord with the merg busi oper will start as of januari,neutral
profession and consum applic includ person navig person safeti field and workflow manag and asset track,neutral
for the first nine month of talvivaara s net loss narrow to eur million from eur million for the same period of,positive
lock in some fb put for nice gain,negative
insur polici should be simpl,neutral
f-secur report that - the first half of has seen a grow number of target malwar attack on individu compani and organ,neutral
when dial in the particip should quot as confer id,neutral
user on vetr are bearish on tesla motor inc indic a sell rate star for tsla,negative
naturalga settl at -year low dbo bno,negative
the divest is in line with the compani s plan to focus on select growth segment and streamlin corpor structur the compani explain,positive
alexandria va dec -- unit state patent no issu on dec was assign to nokia corp espoo finland,neutral
august - finnish measur equip maker vaisala oyj hel vaia said today that it net loss widen to eur m in the first half of from eur m in the correspond period a year earlier,neutral
johnson matthey rais prospect of investor payout,positive
fda panel back safeti updat for astrazeneca takeda drug,positive
due to the rapid decreas in net sale personnel reduct have been carri out on a wider scale than initi expect,negative
these save will have full impact as of the begin of,neutral
finnair s tallinn-bas subsidiari aero as carri passeng a declin of on rout between helsinki and the baltic capit and within southern finland,negative
the option might includ a partial or total divest of their sharehold in ovako,neutral
loss after tax amount to eur mn compar to a loss of mn,positive
profit for the period was eur mn down from eur mn in,negative
sale boost for new morrison chief david pott as tesco turnaround stall,negative
